"etf_code","etf_name","base_index_name","listing_date","market_large","market_medium","market_small","asset_large","asset_medium","asset_small","found_kr_cd","launch_date","theme","investment_object","investment_strategy","description","fiscal_month","total_expense","asset_management_company","aum","disparate_ratio","dividend_yield"
"A298770","KODEX 한국대만IT프리미어","한국 대만 IT 프리미어지수","2018-06-11","국내&해외","국내&해외","국내&해외","주식","업종섹터","정보기술","K55105C75384","2018-06-07","ETF,ETF(기타)","이 투자신탁은 한국거래소(KRX) 또는 대만증권거래소(TWSE)에 상장되어 거래되는 IT 업종 주식을 기초로 하여 S&P Dow Jones Indices LLC 에서 산출ㆍ관리하고 한국거래소가 발표하는 한국대만 IT 프리미어지수(이하 “기초지수”라 한다)를 기초지수로 하여 1 좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.","한국거래소(KRX) 또는 대만증권거래소(TWSE)에 상장되어 거래되는 IT 업종 주식을 기초로 하여 S&P Dow Jones Indices LLC 에서 산출ㆍ관리하고 한국거래소가 발표하는 한국대만 IT 프리미어지수를 기초지수로 하여 1 좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용합니다. 기초지수를 추종하기 위하여 한국거래소 및 대만증권거래소에 상장되어 있는 주식 및 관련 파생상품 등을 주로 활용합니다.","이 투자신탁은 한국거래소 또는 대만증권거래소에 상장되어 거래되는 IT업종 주식을 기초로 하여 S&P Dow Jones Indices LLC에서 산출ㆍ관리하고 한국거래소가 발표하는 한국대만IT프리미어지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.55","삼성자산운용(주)","30585102465","-0.17",\n
"A300610","TIGER K게임","WISE K게임 테마 지수","2018-07-24","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55301CB3302","2018-07-23","ETF,ETF(국내주식)","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, FnGuide가 발표하는 “WISE K게임 테마 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 에프앤가이드(FnGuide)가 발표하는 “WISE K게임 테마 지수”를 기초지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 주식에 투자신탁 자산총액의 60% 이상을 투자합니다.","국내 주식을 주된 투자대상자산으로 하며, “WISE K게임 테마 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다“WISE K게임 테마 지수”는 와이즈에프엔에서 발표하는 지수로서, 종목별 증권사 리포트를 키워드 분석하여 주요 키워드 상위에 게임관련 단어(게임, 온라인게임, 모바일게임 등)가 포함되는 종목을 유니버스로 하며 종목별 사업보고서에 기반한 매출 구성 확인을 통해 구성종목을 선정합니다",\n,"0.50","미래에셋자산운용(주)","11792186554","0.05","0.74"
"A300640","RISE 게임테마","WISE 게임 테마 지수 (시장가격지수)","2018-07-24","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55223CB7639","2018-07-23","ETF,ETF(국내주식)","이 투자신탁은 국내주식을 법에서 정하는 주된 투자대상으로 하며, FnGuide가 산출하는 WISE 게임 테마 지수(WISE Game Theme Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다.","이 투자신탁은 에프앤가이드(FnGuide)가 산출하는 WISE 게임 테마 지수(WISE Game Theme Index)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.","이 투자신탁은 국내 코스피와 코스닥 주식을 주된 투자대상자산으로 하며, WISE 게임 테마 지수를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다.WISE 게임 테마 지수는 와이즈에프엔이 산출하는 주가지수로, WICS 소분류 기준 ‘게임 소프트웨어와 서비스’ 섹터에 포함된 종목이거나 게임 사업을 영위 또는 게임과 관련있는 사업을 영위하는 종목을 지수에 편입하고 시가총액 비중방식으로 산출하는 지수입니다.",\n,"0.30","케이비자산운용(주)","29211542738","0.11","0.71"
"A300950","KODEX 게임산업","FnGuide 게임 산업 지수","2018-07-24","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55105CB0603","2018-07-23","ETF,ETF(국내주식),MKF펀드","이 투자신탁은 FnGuide社에서 산출·발표하는 FnGuide 게임산업 지수(이하 ""기초지수""라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.","FnGuide 게임산업 지수의 성과를 추적하는 투자목적을 달성하기 위하여 FnGuide 게임산업 지수의 구성 종목을 중심으로 투자신탁재산을 운용합니다.","FnGuide 게임 산업 지수 (이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.45","삼성자산운용(주)","19775896234","-0.21","0.64"
"A305540","TIGER 2차전지테마","WISE 2차전지 테마 지수","2018-09-12","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55301CC8524","2018-09-11","ETF,ETF(국내주식)","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, FnGuide가 발표하는 “WISE 2차전지 테마 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 에프앤가이드(FnGuide)가 발표하는 “WISE 2차전지 테마 지수”를 기초지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 주식에 투자신탁 자산총액의 60% 이상을 투자합니다.","국내 주식을 주된 투자대상자산으로 하며, “WISE 2차전지 테마 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“WISE 2차전지 테마 지수”는 와이즈에프엔에서 발표하는 지수로서, 종목별 증권사 리포트를 키워드 분석하여 주요 키워드 상위에 “2차전지”가 포함되는 종목을 유니버스로 하며 종목별 사업보고서에 기반한 매출 구성 확인을 통해 구성종목을 선정합니다.",\n,"0.44","미래에셋자산운용(주)","888221633192","-0.14","0.78"
"A305720","KODEX 2차전지산업","FnGuide 2차전지 산업 지수","2018-09-12","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55105CD4207","2018-09-11","ETF,ETF(국내주식),MKF펀드","이 투자신탁은 FnGuide社에서 산출·발표하는 FnGuide 2차전지 산업 지수(이하 ""기초지수""라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.","FnGuide 2차전지 산업 지수의 성과를 추적하는 투자목적을 달성하기 위하여 FnGuide 2차전지 산업지수의 구성 종목을 중심으로 투자신탁재산을 운용합니다.","FnGuide 2차전지산업 지수 (이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.",\n,"0.45","삼성자산운용(주)","982327691756","0.20","0.77"
"A307510","TIGER 의료기기","FnGuide 의료기기 지수","2018-11-08","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55301CC2055","2018-11-07","ETF,ETF(국내주식),MKF펀드","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며,“FnGuide의료기기 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재 산을 운용함을 목적으로 합니다.","이 투자신탁은 에프앤가이드(FnGuide)가 발표하는 “FnGuide 의료기기 지수”를 기초지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 주식에 투자신탁 자산총액의 60% 이상을 투자합니다.","국내 주식을 주된 투자대상자산으로 하며, “FnGuide 의료기기 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“FnGuide 의료기기 지수”는 FnGuide에서 발표하는 지수로서, FICS(FnGuide Industry Classification Standard) 분류체계 기준으로 “의료장비 및 서비스” 산업에 속하는 종목 중 선정기준을 만족하는 종목으로 구성합니다.",\n,"0.50","미래에셋자산운용(주)","3791716491","-0.77","0.46"
"A307520","TIGER 지주회사","FnGuide 지주회사 지수","2018-11-08","국내","코스피","코스피","주식","업종섹터","업종테마","K55301CC2063","2018-11-07","ETF,ETF(국내주식),MKF펀드","이 투자신탁은 국내 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, “FnGuide 지주회사 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다","이 투자신탁은 에프앤가이드(FnGuide)가 발표하는 “FnGuide 지주회사 지수”를 기초지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 주식에 투자신탁 자산총액의 60% 이상을 투자합니다.","국내 주식을 주된 투자대상자산으로 하며, “FnGuide 지주회사 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“FnGuide 지주회사 지수”는 FnGuide에서 발표하는 지수로서, 공정거래위원회에서 발표하는 지주회사들 중 유가증권시장에 상장된 종목으로 구성되는데, 금융지주회사 및 중간지주회사, 관리종목으로 지정되었거나 상장폐지가 확정된 종목 등은 제외됩니다.",\n,"0.50","미래에셋자산운용(주)","5440514685","-0.12","3.19"
"A309210","ARIRANG KRX300헬스케어","KRX300 헬스케어","2018-11-08","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","헬스케어","K55213CF3552","2018-11-07","ETF,ETF(국내주식)","이 투자신탁은 국내 주식을 주된 투자대상자산으로 하고, 수익증권 1좌당 순자산가치의 변동률을 한국거래소가 산출하여 공표하는 추적대상지수인 KRX300 헬스케어 지수의 변동률과 유사하도록 운용함을 목적으로 합니다","이 투자신탁은 한국거래소가 산출하여 공표하는 추적대상지수인 KRX300 헬스케어 지수의 성과를 가장 효율적으로 추종할 수 있도록, 추적대상지수를 구성하고 있는 종목 대부분을 편입합니다",\n,\n,"0.40","한화자산운용",\n,\n,\n
"A314250","KODEX 미국빅테크10(H)","NYSE FANG+TM Index","2019-01-10","해외","북미","미국","주식","업종섹터","업종테마","K55105CG9971","2019-01-08","ETF,ETF(해외주식)","이 투자신탁은 해외 주식 및 해외 주식관련 파생상품을 주된 투자대상자산으로 하며, ICE(Intercontinental Exchange)가 산출ㆍ발표하는 NYSE® FANG+™ Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지 수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다","이 투자신탁은 NYSE® FANG+™ Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 운용하기 위해 기초지수 구성종목, 기초지수 관련 장내파생상품 및 집합투자 증권 등에 주로 투자합니다.","해외 주식 및 해외 주식관련 파생상품을 주된 투자대상자산으로 하며, ICE(Intercontinental Exchange)가 산출, 발표하는 NYSE FANG+™ Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.",\n,"0.45","삼성자산운용(주)","617582409953","0.00",\n
